Date,Open,Close,High,Low,Adj Close,Volume,Buys,Sells
2009-12-18,5.662499904632568,5.619999885559082,5.6875,5.570000171661377,3.7839467525482178,17775600,,
2009-12-21,5.619999885559082,5.65500020980835,5.682499885559082,5.607500076293945,3.807511806488037,9394400,,
2009-12-22,5.65500020980835,5.554999828338623,5.662499904632568,5.537499904632568,3.7401835918426514,12574000,,
2009-12-23,5.534999847412109,5.502500057220459,5.567500114440918,5.482500076293945,3.704833745956421,14990800,,
2009-12-24,5.5,5.502500057220459,5.53000020980835,5.492499828338623,3.704833745956421,3045600,,
2009-12-28,5.545000076293945,5.559999942779541,5.612500190734863,5.534999847412109,3.743547201156616,12622400,,
2009-12-29,5.582499980926514,5.542500019073486,5.582499980926514,5.522500038146973,3.731766223907471,9635200,,
2009-12-30,5.537499904632568,5.542500019073486,5.547500133514404,5.510000228881836,3.731766223907471,6336000,,
2009-12-31,5.519999980926514,5.485000133514404,5.545000076293945,5.485000133514404,3.693051338195801,8567200,,
2010-01-04,5.517499923706055,5.724999904632568,5.737500190734863,5.5,3.8546431064605713,26702800,,
2010-01-05,5.727499961853027,5.880000114440918,5.934999942779541,5.724999904632568,3.959004402160645,21269600,,
2010-01-06,5.864999771118164,6.007500171661377,6.025000095367432,5.804999828338623,4.044850826263428,21471200,,
2010-01-07,5.002500057220459,5.114999771118164,5.292500019073486,4.855000019073486,3.443930149078369,164761200,,
2010-01-08,5.159999847412109,5.072500228881836,5.307499885559082,5.057499885559082,3.415315628051758,47872400,,
2010-01-11,5.135000228881836,5.079999923706055,5.147500038146973,5.027500152587891,3.420364618301392,28085200,,
2010-01-12,5.164999961853027,5.192500114440918,5.199999809265137,5.074999809265137,3.496110677719116,28486000,,
2010-01-13,5.207499980926514,5.197500228881836,5.224999904632568,5.15500020980835,3.4994773864746094,17787600,,
2010-01-14,5.179999828338623,5.125,5.207499980926514,5.097499847412109,3.450662612915039,27087600,,
2010-01-15,5.122499942779541,5.125,5.167500019073486,5.102499961853027,3.450662612915039,24515200,,
2010-01-19,5.162499904632568,5.202499866485596,5.202499866485596,5.099999904632568,3.502843379974365,16406800,,
2010-01-20,5.162499904632568,5.127500057220459,5.192500114440918,5.097499847412109,3.452346086502075,16296800,,
2010-01-21,5.107500076293945,5.105000019073486,5.162499904632568,5.082499980926514,3.43719744682312,17704000,,
2010-01-22,5.105000019073486,5.007500171661377,5.110000133514404,4.994999885559082,3.3715507984161377,13537600,,
2010-01-25,5.03000020980835,4.982500076293945,5.072500228881836,4.974999904632568,3.3547182083129883,14026400,,
2010-01-26,4.957499980926514,4.909999847412109,5.012499809265137,4.880000114440918,3.3059043884277344,25002400,,
2010-01-27,4.917500019073486,4.985000133514404,5.002500057220459,4.875,3.356400489807129,26276000,,
2010-01-28,5.002500057220459,4.965000152587891,5.002500057220459,4.9375,3.342934846878052,17192800,,
2010-01-29,4.985000133514404,4.942500114440918,5.010000228881836,4.929999828338623,3.3277857303619385,18107600,,
2010-02-01,4.994999885559082,4.982500076293945,5.017499923706055,4.914999961853027,3.3547182083129883,22914400,,
2010-02-02,4.985000133514404,5.057499885559082,5.074999809265137,4.965000152587891,3.4052155017852783,17193200,,
2010-02-03,5.067500114440918,5.127500057220459,5.142499923706055,5.014999866485596,3.452346086502075,13012000,,
2010-02-04,5.090000152587891,5.025000095367432,5.105000019073486,4.992499828338623,3.3833327293396,20178400,,
2010-02-05,5.042500019073486,5.037499904632568,5.077499866485596,4.96999979019165,3.391749382019043,13127200,,
2010-02-08,5.034999847412109,4.922500133514404,5.034999847412109,4.917500019073486,3.314319372177124,16622400,,
2010-02-09,4.744999885559082,4.704999923706055,4.787499904632568,4.567500114440918,3.167876720428467,44096400,,
2010-02-10,4.704999923706055,4.792500019073486,4.824999809265137,4.697500228881836,3.2267911434173584,22481600,,
2010-02-11,4.797500133514404,4.840000152587891,4.880000114440918,4.78249979019165,3.258772611618042,16944400,,
2010-02-12,4.807499885559082,4.792500019073486,4.815000057220459,4.699999809265137,3.2267911434173584,19654800,,
2010-02-16,4.795000076293945,4.747499942779541,4.8125,4.712500095367432,3.1964919567108154,15120800,,
2010-02-17,4.739999771118164,4.820000171661377,4.829999923706055,4.737500190734863,3.2453067302703857,12235200,,
2010-02-18,4.807499885559082,4.855000019073486,4.875,4.777500152587891,3.268871545791626,9183200,,
2010-02-19,4.832499980926514,4.827499866485596,4.860000133514404,4.807499885559082,3.2503561973571777,11946800,,
2010-02-22,4.837500095367432,4.769999980926514,4.837500095367432,4.75,3.211642026901245,10532800,,
2010-02-23,4.752500057220459,4.71750020980835,4.784999847412109,4.704999923706055,3.176292896270752,14362000,,
2010-02-24,4.735000133514404,4.715000152587891,4.744999885559082,4.684999942779541,3.174610376358032,15390400,,
2010-02-25,4.369999885559082,4.377500057220459,4.382500171661377,4.28000020980835,2.947371244430542,65709600,,
2010-02-26,4.397500038146973,4.300000190734863,4.442500114440918,4.28249979019165,2.8951902389526367,27936800,,
2010-03-01,4.322500228881836,4.372499942779541,4.394999980926514,4.315000057220459,2.944004774093628,18755200,4.372499942779541,
2010-03-02,4.394999980926514,4.372499942779541,4.432499885559082,4.340000152587891,2.944004774093628,13546400,,
2010-03-03,4.389999866485596,4.462500095367432,4.485000133514404,4.367499828338623,3.0046017169952397,18618800,,
2010-03-04,4.46999979019165,4.447500228881836,4.542500019073486,4.409999847412109,2.9945030212402344,19592400,,
2010-03-05,4.462500095367432,4.519999980926514,4.537499904632568,4.4375,3.0433168411254883,17628800,,
2010-03-08,4.53249979019165,4.617499828338623,4.652500152587891,4.522500038146973,3.1089627742767334,14404400,,
2010-03-09,4.605000019073486,4.514999866485596,4.644999980926514,4.46999979019165,3.0399506092071533,20690400,,
2010-03-10,4.507500171661377,4.570000171661377,4.587500095367432,4.485000133514404,3.076981782913208,15324000,,
2010-03-11,4.559999942779541,4.837500095367432,4.929999828338623,4.534999847412109,3.257089853286743,70812800,,
2010-03-12,4.882500171661377,4.802499771118164,4.960000038146973,4.78000020980835,3.2335238456726074,19390800,,
2010-03-15,4.797500133514404,4.849999904632568,4.862500190734863,4.684999942779541,3.265505075454712,16786000,,
2010-03-16,4.872499942779541,4.852499961853027,4.872499942779541,4.775000095367432,3.267189741134644,14022800,,
2010-03-17,4.847499847412109,4.965000152587891,4.977499961853027,4.817500114440918,3.342934846878052,29221600,,
2010-03-18,5.382500171661377,5.289999961853027,5.527500152587891,5.257500171661377,3.561758279800415,75227200,,
2010-03-19,5.277500152587891,5.277500152587891,5.34499979019165,5.224999904632568,3.5533413887023926,31450800,,
2010-03-22,5.409999847412109,5.400000095367432,5.502500057220459,5.349999904632568,3.635822057723999,32534400,,
2010-03-23,5.387499809265137,5.550000190734863,5.574999809265137,5.362500190734863,3.736815929412842,29708800,,
2010-03-24,5.514999866485596,5.427499771118164,5.514999866485596,5.380000114440918,3.6543359756469727,22520800,,
2010-03-25,5.5,5.445000171661377,5.550000190734863,5.429999828338623,3.666119575500488,17515200,,
2010-03-26,5.454999923706055,5.5,5.5,5.392499923706055,3.70315146446228,11542800,,
2010-03-29,5.534999847412109,5.442500114440918,5.574999809265137,5.432499885559082,3.6644363403320312,13868000,,
2010-03-30,5.442500114440918,5.454999923706055,5.512499809265137,5.414999961853027,3.672852516174317,11360400,,
2010-03-31,5.414999961853027,5.477499961853027,5.505000114440918,5.414999961853027,3.6880016326904297,17516000,,
2010-04-01,5.480000019073486,5.599999904632568,5.619999885559082,5.480000019073486,3.7704808712005615,15999600,,
2010-04-05,5.614999771118164,5.659999847412109,5.664999961853027,5.587500095367432,3.810878992080689,12947600,,
2010-04-06,5.642499923706055,5.627500057220459,5.659999847412109,5.585000038146973,3.788996696472168,10560400,,5.627500057220459
2010-04-07,5.597499847412109,5.670000076293945,5.672500133514404,5.582499980926514,3.8176114559173584,17577200,,
2010-04-08,5.659999847412109,5.78000020980835,5.804999828338623,5.622499942779541,3.891674518585205,17962800,,
2010-04-09,5.802499771118164,5.824999809265137,5.84499979019165,5.697500228881836,3.92197322845459,14136400,,
