Date,Open,High,Low,Close,Adj Close,Volume,RSI
2010-01-04,112.37000274658203,113.38999938964844,111.51000213623047,113.33000183105469,87.48320007324219,118944600,
2010-01-05,113.26000213623047,113.68000030517578,112.8499984741211,113.62999725341797,87.71479797363281,111579900,100.0
2010-01-06,113.5199966430664,113.98999786376953,113.43000030517578,113.70999908447266,87.77651977539062,116074400,100.0
2010-01-07,113.5,114.33000183105469,113.18000030517578,114.19000244140625,88.14705657958984,131091100,100.0
2010-01-08,113.88999938964844,114.62000274658203,113.66000366210938,114.56999969482422,88.44039154052734,126402800,100.0
2010-01-11,115.08000183105469,115.12999725341797,114.23999786376953,114.7300033569336,88.56391143798828,106375700,100.0
2010-01-12,113.97000122070312,114.20999908447266,113.22000122070312,113.66000366210938,87.73795318603516,163333500,56.68019570777271
2010-01-13,113.94999694824219,114.94000244140625,113.37000274658203,114.62000274658203,88.47901153564453,161822000,68.80467639581207
2010-01-14,114.48999786376953,115.13999938964844,114.41999816894531,114.93000030517578,88.71829223632812,115718800,71.39036614994829
2010-01-15,114.7300033569336,114.83999633789062,113.19999694824219,113.63999938964844,87.72254180908203,212283100,53.08148741377114
2010-01-19,113.62000274658203,115.12999725341797,113.58999633789062,115.05999755859375,88.81864166259766,139172700,63.41082593853425
2010-01-20,114.27999877929688,114.44999694824219,112.9800033569336,113.88999938964844,87.91548156738281,216490200,53.67452701728529
2010-01-21,113.91999816894531,114.2699966430664,111.55999755859375,111.69999694824219,86.22492980957031,344859600,41.69212391197496
2010-01-22,111.19999694824219,111.73999786376953,109.08999633789062,109.20999908447266,84.3028335571289,345942400,33.25201512233397
2010-01-25,110.20999908447266,110.41000366210938,109.41000366210938,109.7699966430664,84.73511505126953,186937500,36.158603689520255
2010-01-26,109.33999633789062,110.47000122070312,109.04000091552734,109.30999755859375,84.38003540039062,211168800,33.41013514344965
2010-01-27,109.16999816894531,110.08000183105469,108.33000183105469,109.83000183105469,84.78143310546875,271863600,35.58693344231389
2010-01-28,110.19000244140625,110.25,107.91000366210938,108.56999969482422,83.80877685546875,316104000,30.26684132839351
2010-01-29,109.04000091552734,109.80000305175781,107.22000122070312,107.38999938964844,82.89793395996094,310677600,26.130319587404003
2010-02-01,108.1500015258789,109.06999969482422,107.5,109.05999755859375,84.1870346069336,187865000,32.87006837875552
