Date,Open,Close,High,Low,Adj Close,Buys,Sells
2009-12-18,4.242499828338623,4.204999923706055,4.257500171661377,4.15500020980835,3.857776403427124,,
2009-12-21,4.230000019073486,4.355000019073486,4.372499942779541,4.224999904632568,3.995389223098755,,
2009-12-22,4.355000019073486,4.46999979019165,4.514999866485596,4.349999904632568,4.100893020629883,,
2009-12-23,4.512499809265137,4.53249979019165,4.545000076293945,4.454999923706055,4.158233642578125,,
2009-12-24,4.545000076293945,4.522500038146973,4.552499771118164,4.505000114440918,4.149059295654297,,
2009-12-28,4.514999866485596,4.449999809265137,4.554999828338623,4.40500020980835,4.082544803619385,,
2009-12-29,4.434999942779541,4.505000114440918,4.517499923706055,4.425000190734863,4.133002758026123,,
2009-12-30,4.547500133514404,4.667500019073486,4.695000171661377,4.514999866485596,4.282086849212647,,
2009-12-31,4.677499771118164,4.670000076293945,4.737500190734863,4.664999961853027,4.284380435943604,,
2010-01-04,4.627500057220459,4.622499942779541,4.65500020980835,4.527500152587891,4.240801811218262,,
2010-01-05,4.605000019073486,4.690000057220459,4.739999771118164,4.605000019073486,4.302727222442627,,
2010-01-06,4.6875,4.71999979019165,4.730000019073486,4.642499923706055,4.330249309539795,,
2010-01-07,4.695000171661377,4.627500057220459,4.715000152587891,4.59250020980835,4.245386123657227,,
2010-01-08,4.590000152587891,4.637499809265137,4.670000076293945,4.5625,4.254562854766846,,
2010-01-11,4.662499904632568,4.572500228881836,4.682499885559082,4.507500171661377,4.194929599761963,,
2010-01-12,4.505000114440918,4.417500019073486,4.522500038146973,4.322500228881836,4.052728652954102,,
2010-01-13,4.447500228881836,4.477499961853027,4.492499828338623,4.275000095367432,4.107773303985596,,
2010-01-14,4.422500133514404,4.40749979019165,4.454999923706055,4.332499980926514,4.043554306030273,,
2010-01-15,4.375,4.277500152587891,4.412499904632568,4.21999979019165,3.924288511276245,,
2010-01-19,4.244999885559082,4.357500076293945,4.385000228881836,4.232500076293945,3.997683048248291,,
2010-01-20,4.302499771118164,4.340000152587891,4.357500076293945,4.244999885559082,3.9816298484802246,,
2010-01-21,4.337500095367432,4.262499809265137,4.414999961853027,4.222499847412109,3.91052770614624,,
2010-01-22,4.212500095367432,4.114999771118164,4.289999961853027,4.090000152587891,3.7752082347869873,,
2010-01-25,4.182499885559082,4.184999942779541,4.264999866485596,4.152500152587891,3.8394269943237305,,
2010-01-26,4.164999961853027,4.052499771118164,4.192500114440918,4.050000190734863,3.717867851257324,,
2010-01-27,4.050000190734863,4.162499904632568,4.177499771118164,4.005000114440918,3.8187851905822754,,
2010-01-28,4.195000171661377,4.022500038146973,4.210000038146973,3.964999914169312,3.690346002578736,,
2010-01-29,4.067500114440918,3.847500085830689,4.112500190734863,3.787499904632568,3.5297961235046387,,
2010-02-01,3.862499952316284,4.142499923706055,4.150000095367432,3.829999923706055,3.800436973571777,,
2010-02-02,4.127500057220459,4.184999942779541,4.237500190734863,4.114999771118164,3.8394269943237305,,
2010-02-03,4.147500038146973,4.21999979019165,4.237500190734863,4.127500057220459,3.871537685394287,,
2010-02-04,4.182499885559082,3.974999904632568,4.182499885559082,3.930000066757202,3.6467671394348153,,
2010-02-05,3.9700000286102295,4.054999828338623,4.065000057220459,3.900000095367432,3.720161199569702,,
2010-02-08,4.042500019073486,4.047500133514404,4.144999980926514,3.9674999713897705,3.713281154632568,,
2010-02-09,4.112500190734863,4.014999866485596,4.132500171661377,3.974999904632568,3.683464765548706,,
2010-02-10,4.039999961853027,4.09250020980835,4.130000114440918,4.012499809265137,3.754565477371216,,
2010-02-11,4.15749979019165,4.28000020980835,4.324999809265137,4.127500057220459,3.9265854358673096,,
2010-02-12,4.25,4.337500095367432,4.425000190734863,4.202499866485596,3.979335308074951,,
2010-02-16,4.394999980926514,4.417500019073486,4.434999942779541,4.34250020980835,4.052728652954102,,
2010-02-17,4.472499847412109,4.460000038146973,4.474999904632568,4.332499980926514,4.091719627380371,,
2010-02-18,4.215000152587891,4.167500019073486,4.237500190734863,4.052499771118164,3.8233723640441895,,
2010-02-19,4.150000095367432,4.144999980926514,4.195000171661377,4.125,3.8027305603027344,,
2010-02-22,4.162499904632568,4.152500152587891,4.224999904632568,4.125,3.8096110820770255,,
2010-02-23,4.164999961853027,4.052499771118164,4.182499885559082,4.010000228881836,3.717867851257324,,
